EntityRegistrantme;EntityCentralIndexKey;standardIndustrialClassification;DocumentFiscalYearFocus;ETR;Tax_Credit_Total;NetIncomeAvailableToCommonStockholdersBasic;NonoperatingIncomeLossPlusInterestAndDebtExpense;IncomeFromContinuingOperationsBeforeTax;Tax_Settlement_Total;Federal_Income;OtherComprehensiveIncome;ComprehensiveIncomeAttributableToNoncontrollingInterest;NetIncomeAttributableToParent;CostsAndExpenses;Foreign_Income;IncomeFromEquityMethodInvestments;Other_Reconciling_Total;State_Local_Income;OperatingIncomeLoss;OtherOperatingIncome;GrossProfit;PreferredStockDividendsAndOtherAdjustments;IncomeFromDiscontinuedOperations;ComprehensiveIncome;Revenues;IncomeTaxExpenseBenefit;NondeductibleExpense_Total;OperatingExpenses;ComprehensiveIncomeAttributableToParent;NetIncomeAttributableToNoncontrollingInterest;NetIncomeLoss;Tax_Contingency_Total;IncomeBeforeEquityMethodInvestments;Deduction_Total;ExtraordaryItemsGainLoss;IncomeFromContinuingOperationsAfterTax;CostOfRevenue
BOISE CASCADE COMPANY;1328581;WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS [5030];2014;0.351;;80009000;;123305000;;43157000;-46249000;;;;;;-1927000;4097000;145549000;;;;;33760000;;43296000;;;33760000;;80009000;;;;;;
CrowdGather  Inc.;1328670;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2015;;;;;-7147964;;;;;-7149564;;;;;;-6701650;;1847207;;;-7149564;2399842;1600;;8548857;-7149564;;-7149564;;;;;;552635
TECHPRECISION CORP;1328792;FABRICATED STRUCTURAL METAL PRODUCTS [3440];2015;0.04;;-3584181;;-3744686;;;;;;;;;;;-2225709;;2307472;;;-3505523;18233214;-160505;;;-3505523;;-3584181;;-3744686;;;;15925742
Federal Home Loan Bank of New York;1329842;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2014;;;314923000;;350017000;;;;;;;;;;;;;;;;;836154000;;;;;;314923000;;350017000;;;;
Federal Home Loan Bank of Pittsburgh;1330399;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2014;;;;;284208000;;;;;;;;;;;;;;;;;626088000;;;;;;;;284208000;;;;
Bazaarvoice Inc;1330421;SERVICES-PREPACKAGED SOFTWARE [7372];2015;;;;;-33110000;;-11257000;;;-34421000;;-206000;;;-923000;-30583000;;121275000;;-1257000;-35387000;191181000;54000;;151858000;-35387000;;-34421000;;;;;;69906000
Federal Home Loan Bank of Chicago;1331451;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2014;;;392000000;;436000000;;;;;392000000;;;;;;;;;;;542000000;1362000000;;;;542000000;;392000000;;436000000;;;;
Federal Home Loan Bank of Boston;1331463;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2014;;;;;167411000;;;;;;;;;;;;;;;;;558619000;;;;;;;;167411000;;;;
Federal Home Loan Bank of Atlanta;1331465;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2014;;;;;301000000;;;;;;;;;;;;;;;;;678000000;;;;;;;;301000000;;;;
HOME BANCSHARES INC;1331520;STATE COMMERCIAL BANKS [6022];2014;0.3618;;113063000;;177173000;;;11149000;;113063000;;;;;;;;;;;124212000;335888000;64110000;;;124212000;;113063000;;177173000;;;;
Federal Home Loan Bank of Indiapolis;1331754;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2014;;;116596000;;129662000;;;;;;;;;;;;;;;;;495283000;;;;;;116596000;;129662000;;;;
Federal Home Loan Bank of Dallas;1331757;FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES [6111];2014;;;;;53900000;;;;;;;;;;;;;;;;;203831000;;;;;;;;53900000;;;;
Fidelity tiol Fincial  Inc.;1331875;TITLE INSURANCE [6361];2014;0.365;-3000000;583000000;;392000000;;;-40000000;;583000000;;;432000000;;;;;;;7000000;479000000;;312000000;;;543000000;-64000000;519000000;;392000000;;;;
Brookdale Senior Living Inc.;1332349;SERVICES-NURSING & PERSOL CARE FACILITIES [8050];2014;;2222000;-148990000;;-330731000;;115756000;0;436000;-148990000;;;171000;-118000;11582000;-84905000;;;;;-149426000;;-181305000;-6870000;;-148990000;436000;-149426000;;;;;;
RESOURCE CAPITAL CORP.;1332551;REAL ESTATE INVESTMENT TRUSTS [6798];2014;;;44027000;;;;-2232000;24568000;965000;62168000;;;4767000;;-375000;;;;;;86736000;99446000;-2212000;;62783000;64113000;;61203000;;;;;;
NxStage Medical  Inc.;1333170;ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845];2014;-0.054;;;;-23060000;;;-2404000;367000;-23946000;;;;;;-22187000;;115903000;;;-26717000;301501000;1253000;;138090000;-26350000;367000;-24313000;;-23060000;;;;185598000
MERCER INTERTIOL INC.;1333274;PULP MILLS [2611];2014;;;;;104192000;;36467000;-83911000;;113154000;;-11295000;;;;161798000;;;;;37055000;1175112000;-16774000;;;29243000;7812000;120966000;;104192000;;;;887712000
eHealth  Inc.;1333493;INSURANCE AGENTS BROKERS & SERVICES [6411];2014;-1.363;;-16205000;;-6860000;;;;;-16205000;186439000;;;;;-6762000;;;;;-16186000;179677000;9345000;;;-16186000;;-16205000;;;;;;4494000
SemiLEDs Corp;1333822;SEMICONDUCTORS & RELATED DEVICES [3674];2015;;;;;-13317000;;-4528000;-2497000;-41000;-13274000;;1432000;-56000;-28000;;-13298000;;-4090000;;;-15815000;14124000;1000;;9208000;-15774000;-44000;-13318000;;;;;;18214000
Crocs  Inc.;1334036;RUBBER & PLASTICS FOOTWEAR [3021];2014;0.424;;-18962000;;-8549000;;;;;-4926000;;;;;;-4726000;;590345000;;;-37930000;1198223000;-3623000;;;-37930000;;-4926000;;-8549000;;;;603893000
NCI  Inc.;1334478;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2014;0.398;;8468000;;14075000;;;;;8468000;302547000;;;;;14481000;;;;;;317028000;5607000;;;;;8468000;;14075000;;;;270855000
JAMMIN JAVA CORP.;1334586;BEVERAGES [2080];2015;;;;;;;-3495515;;;-10280985;;;;;-317165;;;1946046;;;;8901367;;-7009;10423459;;;-10280985;;;;;;6955321
Li3 Energy  Inc.;1334699;MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS) [1400];2015;;;;;-1864484;;;;;412875;;-163;-236050;;;;;;;;;;;;1626478;;;412875;;;;;;
URANIUM ENERGY CORP;1334933;MISCELLANEOUS METAL ORES [1090];2015;;;;;-23397341;;;-1092;;-23361928;;;;;;-20335842;;;;;-23363020;3080000;-35413;;23415842;-23363020;;-23361928;;-23397341;;;;2326674
Clear Channel Outdoor Holdings  Inc.;1334978;SERVICES-ADVERTISING [7310];2014;;;;;;;2916000;;;;;-11434000;;;-2016000;;;;;;;;;722000;;;;;;;;;;
Live tion Entertainment  Inc.;1335258;SERVICES-AMUSEMENT & RECREATION SERVICES [7900];2014;;;-96467000;;-99820000;;-34937000;-67640000;-13643000;-90807000;;-10735000;4166000;-12425000;9550000;7164000;;;;;-172090000;;4630000;;;-158447000;-13643000;-104450000;950000;;;;;
Cyalume Technologies Holdings  Inc.;1335293;ELECTRIC LIGHTING & WIRING EQUIPMENT [3640];2014;;;-7716000;;-6478000;;-2201000;-443000;;-7716000;;;;;;;;13930000;;;-8159000;33322000;1238000;;;-8159000;;-7716000;;-6478000;;;;19392000
Under Armour  Inc.;1336917;APPAREL & OTHER FINISHED PRODS OF FABRICS & SIMILAR MATERIAL [2300];2014;0.392;;208042000;;342210000;;;-17002000;;208042000;;;;;;353955000;;1512206000;;;191040000;;134168000;;;191040000;;208042000;;342210000;;;;1572164000
Leidos Holdings  Inc.;1336920;SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN [7373];2015;-0.166;;-323000000;;-283000000;;-9.90E+07;-5000000;;-323000000;;;;;3000000;-214000000;;;;7000000;-328000000;;47000000;;;;;-323000000;2000000;-283000000;;;;
InfuSystem Holdings  Inc;1337013;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2014;0.4594;;;;6210000;;;;;3357000;;;;;;9331000;;47354000;;;;66487000;2853000;;38023000;;;3357000;;6210000;;;;12165000
Magyar Bancorp  Inc.;1337068;SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035];2015;;;897000;;1310000;;445000;-283000;;;;;;;69000;;121000;;;;614000;19437000;413000;3000;;614000;;897000;;1310000;;;;
AERIE PHARMACEUTICALS INC;1337553;BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES) [2836];2014;0;;-48133000;;;;;-48240000;;-48133000;;;;;;-49972000;;;;;;;;;;;;-48133000;;;;;;
ENVESTNET  INC.;1337619;SERVICES-BUSINESS SERVICES, NEC [7389];2014;;;14174000;;22507000;;7878000;;;13979000;327496000;;;;648000;21252000;;;;;;348748000;8528000;552000;;;-195000;13979000;;;;;;150067000
POTLATCH CORP;1338749;REAL ESTATE INVESTMENT TRUSTS [6798];2014;0.18;;89910000;;109597000;;38359000;-19672000;;89910000;474444000;;;;2234000;132506000;;;;;70238000;606950000;19687000;;;70238000;;89910000;;109597000;;;;429789000
Western Refining  Inc.;1339048;PETROLEUM REFINING [2911];2014;-0.292;;;;1002676000;;350937000;-1680000;149407000;559926000;;;2238000;;31477000;1096513000;;;3000;;708392000;0;292604000;;850634000;558985000;150146000;710072000;;;;;;
Viacom Inc.;1339947;CABLE & OTHER PAY TELEVISION SERVICES [4841];2015;0.2;;1922000000;;;;;-243000000;78000000;1922000000;;;102000000;;;;;;;0;1759000000;;501000000;;;1681000000;80000000;2002000000;;;;;;
CARBONITE INC;1340127;SERVICES-COMPUTER PROCESSING & DATA PREPARATION [7374];2014;-0.041;;-9350000;;-8983000;;;697000;;-9350000;;;;;;-8585000;;84053000;;;-8653000;122620000;367000;;92638000;;;-9350000;;-8983000;;;;38567000
LAKE SHORE BANCORP  INC.;1341318;SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035];2014;0.152;;3158000;;;;;3015000;;3158000;;;;;;;;;;;6173000;17879000;567000;;;6173000;;3158000;;;;;;
GULFSLOPE ENERGY  INC.;1341726;WHOLESALE-DURABLE GOODS [5000];2015;;;;;;;-553737;;;;;;;;;;;;;;;;;;;;;;;;;;;
General Fince CORP;1342287;RETAIL-RETAIL STORES, NEC [5990];2015;0.4;;3475000;;21742000;;;;;;;;;;;43043000;;;;;-15449000;303825000;8697000;;;-7655000;5912000;13045000;;;;;;64772000
Limoneira CO;1342423;AGRICULTURE PRODUCTION - CROPS [0100];2014;0.338;;6531000;;10564000;;3587000;4856000;;6991000;93569000;;263000;;552000;9893000;;;;;11847000;103462000;3573000;;89618000;11847000;;6991000;;;;;;74325000
DIGITAL ALLY INC;1342958;RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663];2014;0;;-9163261;;-9163261;;;;;-9163261;;;;;;-2889194;;9922793;;;;17444419;;;;;;-9163261;;;;;;7521626
ENERGY XXI LTD;1343719;OIL AND GAS FIELD EXPLORATION SERVICES [1382];2015;;;;;;;-1066516000;;;;;;-17165000;;-32314000;;;;;;;;-613350000;;;;;;;;;;;
American Railcar Industries  Inc.;1344596;RAILROAD EQUIPMENT [3743];2014;;;99533000;;164607000;;57612000;;;99533000;;0;1570000;24000;6709000;170058000;;199340000;;;95678000;733006000;65074000;523000;;95678000;;99533000;206000;;;;;533666000
Alliance Holdings GP  L.P.;1344980;BITUMINOUS COAL & LIGNITE SURFACE MINING [1221];2014;;;284351000;;492669000;;172434000;;193448000;284351000;1760660000;;-16648000;;-112000;539664000;;;;;466541000;;;;;273093000;208318000;492669000;;;;;;
YELP INC;1345016;SERVICES-PERSOL SERVICES [7200];2014;-22.334;;36473000;;11280000;;;;;36473000;366477000;;;;;11059000;;;;;27678000;377536000;-25193000;;;27678000;;36473000;;11280000;;;;24382000
Compass Diversified Holdings;1345126;MOTOR VEHICLE PARTS & ACCESSORIES [3714];2014;0.028;;278835000;;299419000;;;;;278835000;;;11029000;;;55658000;;293669000;;0;287920000;;8264000;;;287920000;;291155000;;299419000;;;;688631000
Cara Therapeutics  Inc.;1346830;PHARMACEUTICAL PREPARATIONS [2834];2014;0.0112;;-17745000;;-17946000;;;;;-17745000;;;;;;-18072000;;;;;;3177000;-201000;;21249000;;;-17745000;;;;;;
POSITIVEID Corp;1347022;COMMUNICATIONS EQUIPMENT, NEC [3669];2014;0;;-8223000;;-7191000;;;;;-7191000;;;;;;-4250000;;;;;;945000;0;;5195000;;;-7191000;;-7191000;;;;
Vanda Pharmaceuticals Inc.;1347178;PHARMACEUTICAL PREPARATIONS [2834];2014;0;;20186000;;;;;-5000;;20186000;30095000;;;;;20062000;;;;;20181000;50157000;0;;;20181000;;20186000;;;;;;1583000
CorEnergy Infrastructure Trust  Inc.;1347652;INVESTORS, NEC [6799];2014;0.0392;;;;8344450;;2375903;-399881;1480377;7013856;29659758;;;;-47731;10648815;;;;;8170132;40308573;-225563;;;6689755;1556157;8570013;;8344450;;;;7291968
22nd Century Group  Inc.;1347858;CIGARETTES [2111];2014;0;;;;;;;;;-15595358;11767536;;;;;-11736981;;30555;;;;528991;0;;;;;-15595358;;;;;;498436
VALIDUS HOLDINGS LTD;1348259;FIRE, MARINE & CASUALTY INSURANCE [6331];2014;;;475127000;;537702000;;0;;;481335000;;7993000;17723000;;;585138000;21982000;;;;473396000;2085122000;155000;;;473396000;-35464000;445871000;;537702000;;;;1475470000
BARRACUDA NETWORKS INC;1348334;COMPUTER PERIPHERAL EQUIPMENT, NEC [3577];2015;;;-67498000;;-4596000;;-1608000;;;-67498000;;2730000;;;4845000;-922000;;218779000;;;-70914000;277446000;62902000;823000;219701000;-70914000;;-67498000;;;;;;58667000
ENTERGY CORP /DE/;65984;ELECTRIC SERVICES [4911];2014;0.38;;;;1549854000;;542449000;-12983000;;940721000;;;-5169000;3368000;44708000;2006889000;;;;;947274000;;589597000;;;927738000;;960257000;;1549854000;;;;
CANCER GENETICS  INC;1349929;SERVICES-MEDICAL LABORATORIES [8071];2014;0.124;154000;-17059919;;;;-6648000;;;-16642919;;;-939913;12000;-807000;-19209086;;1745716;;;;10199387;-2350185;;20954802;;;-16642919;;;;;;8453671
PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.;1350156;RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES [5700];2015;;;-199120;;;;;;;-199120;;;;;;-192149;;;;;-171124;;;;192149;-171124;;-199120;;;;;;
INNERWORKINGS INC;1350381;SERVICE INDUSTRIES FOR THE PRINTING TRADE [2790];2014;;;;;46775070;;16371275;-8178135;;44461925;;;;;1465344;51892928;;229459489;;;36283790;1000132771;2313145;;;36283790;;44461925;;46775070;;;;770673282
Mueller Water Products  Inc.;1350593;MISCELLANEOUS FABRICATED METAL PRODUCTS [3490];2015;;1300000;30900000;;;;17700000;-6600000;;30900000;;4.00E+05;;;2400000;109600000;;347300000;;0;24300000;1164500000;19800000;;237700000;24300000;;30800000;;;;;;817200000
Alphatec Holdings  Inc.;1350653;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2014;0.091;;;;-11795000;11795000;;;;-12882000;;;;;;1844000;;143410000;;;-28075000;206980000;1087000;;141566000;-28075000;;-12882000;;-11795000;;;;61834000
Genesis Healthcare  Inc.;1351051;SERVICES-SKILLED NURSING CARE FACILITIES [8051];2014;;845000;-907000;;-2155000;0;-753000;;;-907000;804756000;;1427000;-85000;94000;28500000;;;;0;-935000;833256000;-1248000;;;-935000;;-907000;-32000;;;;;
ROSETTA STONE INC;1351285;SERVICES-PREPACKAGED SOFTWARE [7372];2014;;;-73706000;;-80195000;0;-28068000;1523000;;;;276000;;;-782000;-78850000;;208799000;;;-75229000;261853000;-6489000;;287649000;-75229000;;-73706000;;-80195000;;;;34192000
Delek US Holdings  Inc.;1351541;PETROLEUM REFINING [2911];2014;;;;;327600000;;114700000;;;198600000;;;;;6700000;366500000;1100000;;;;190000000;;101600000;;398800000;190000000;27400000;226000000;;327600000;;;;
EPAM Systems  Inc.;1352010;SERVICES-COMPUTER PROGRAMMING SERVICES [7371];2014;;;69641000;;86953000;;29564000;;;69641000;;-24772000;;155000;311000;86183000;;;;;49390000;730027000;17312000;;;49390000;0;69641000;-1220000;86953000;;;;456530000
SPLUNK INC;1353283;SERVICES-PREPACKAGED SOFTWARE [7372];2015;;;-217116000;;-214840000;;-73635000;-895000;;;;;;;-3914000;-215810000;;382497000;;;-218011000;450875000;2276000;1006000;598307000;-218011000;;-217116000;-10000;;;;;66519000
Chi XD Plastics Co Ltd;1353970;PLASTICS FOAM PRODUCTS [3086];2014;0.131;;120776369;;139042646;;;;;120776369;;;;;;171730092;;222457824;;;108508256;1110685692;18266277;;50727732;108508256;;120776369;;;;;;888227868
Security Devices Intertiol Inc.;1354866;MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES [3690];2014;;;-2722412;;-2722412;;;;;-2722412;;;;;;-2654917;;15157;;;-2754118;42480;0;;2670074;-2754118;;-2722412;;-2722412;;;;27323
REALOGY HOLDINGS CORP.;1398987;REAL ESTATE AGENTS & MAGERS (FOR OTHERS) [6531];2014;0.37;;143000000;;225000000;;;-16000000;4000000;143000000;;;9000000;;;;;;;;131000000;;87000000;;;127000000;4000000;147000000;;225000000;;;;
Liberty Interactive Corp;1355096;CABLE & OTHER PAY TELEVISION SERVICES [4841];2014;;58000000;;;836000000;;2.93E+08;-211000000;77000000;537000000;;2.00E+06;39000000;;7000000;1188000000;;;;48000000;415000000;;258000000;;891000000;338000000;89000000;626000000;;;;;;
Cellceutix CORP;1355250;PHARMACEUTICAL PREPARATIONS [2834];2015;0;;-13145000;;-13145000;;;;;-13145000;;;;;;-12956000;;;;;;;;;12956000;;;-13145000;;;;;;
Genius Brands Intertiol  Inc.;1355848;SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION [7812];2014;;;-3728599;;-3728599;;-1453800;;;-3728599;;;;;;-3476463;34700;425788;;0;;925788;0;;3902251;;;-3728599;;-3728599;;;;500000
INTREXON CORP;1356090;SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731];2014;;;-81822000;;-85719000;;-29144000;-12000;-3750000;-81822000;;;-5260000;;-3544000;-69962000;;;;;-85628000;71930000;-103000;;141892000;-81878000;-3794000;-85616000;;;;;;8225000
Mellanox Technologies  Ltd.;1356104;SEMICONDUCTORS & RELATED DEVICES [3674];2014;-3.181;;-24009000;;-5742000;;;;;;;;;;;-7191000;;314977000;;;-29419000;463649000;18267000;;322168000;-29419000;;-24009000;;-5742000;;;;148672000
SUPERNUS PHARMACEUTICALS INC;1356576;PHARMACEUTICAL PREPARATIONS [2834];2014;;;19871000;;;;6955000;;;19871000;97815000;;;;627000;24230000;;;;;19717000;122045000;;610000;;19717000;;19871000;-960000;;;;;5758000
Houston Wire & Cable CO;1356949;WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES [5063];2014;0.383;;14972000;;24255000;;;;;14972000;;;;;;25423000;;85938000;;;;390011000;9283000;;60515000;;;14972000;;24255000;;;;304073000
Brekford Corp.;1357115;COMMUNICATIONS EQUIPMENT, NEC [3669];2014;0;;;;;;;;;-1502647;;;;;;-1332086;;3131887;;;;17659533;0;;4463973;;;-1502647;;;;;;14527646
Breitburn Energy Partners LP;1357371;CRUDE PETROLEUM & TURAL GAS [1311];2014;;;405902000;;421243000;;;-392000;-287000;;884002000;;;;;545967000;;;10083000;;420654000;1429969000;-73000;;355681000;420941000;-17000;421316000;;;;;;
BOWL AMERICA INC;13573;SERVICES-AMUSEMENT & RECREATION SERVICES [7900];2015;0.317;;1640229;;2400700;;;;;1640229;;;;;;1906055;;;;;1500514;23124541;760471;;21214632;1500514;;1640229;;2400700;;;;5950351
KBR  INC.;1357615;HEAVY CONSTRUCTION OTHER THAN BUILDING CONST - CONTRACTORS [1600];2014;0.54;;-1262000000;;-777000000;;;-134000000;66000000;-1262000000;;;163000000;;;-794000000;;-65000000;;;-1332000000;;421000000;;;-1398000000;64000000;-1198000000;;-777000000;;;;
CONCHO RESOURCES INC;1358071;CRUDE PETROLEUM & TURAL GAS [1311];2014;0.371;;532214000;;855960000;;299586000;;;538175000;1570402000;;-1300000;;22826000;1089745000;;;;0;;;317785000;;;;;538175000;;855960000;;;;
PORTER BANCORP  INC.;1358356;TIOL COMMERCIAL BANKS [6021];2014;;;19428000;;-12738000;;-4458000;3121000;;-11155000;;;;;;;;;;;-8034000;39513000;-1583000;;;-8034000;;-11155000;;-12738000;;;;
Neiman Marcus Group LTD LLC;1358651;RETAIL-DEPARTMENT STORES [5311];2015;0.468;;14949000;;28076000;-555000;9827000;;;14949000;;-706000;0;;1235000;317999000;;1789609000;;;-18850000;;13127000;3330000;;-18850000;;14949000;;;;;;
LEGACY RESERVES LP;1358831;CRUDE PETROLEUM & TURAL GAS [1311];2014;;;-295339000;;-284504000;;;;;-283645000;889236000;;428000;;;-356937000;;;;;;;-859000;;;;;-283645000;;;;;;
Pendrell Corp;1359555;PATENT OWNERS & LESSORS [6794];2014;-0.1216;;-51002000;;-51831000;;;;-7132000;-51002000;94250000;;;;;-51716000;;;;;-58134000;42534000;6303000;;;-51002000;-7132000;-58134000;;;;;;14170000
Hanesbrands Inc.;1359841;RETAIL-APPAREL & ACCESSORY STORES [5600];2014;0.13;;;;464968000;;5.00E+06;;;404519000;;;0;;;563954000;;1904407000;;0;268947000;;60449000;;;268947000;;404519000;;464968000;;;;
Imprimis Pharmaceuticals  Inc.;1360214;PHARMACEUTICAL PREPARATIONS [2834];2014;-3.00E-04;;-10118103;;;;;;;-10118103;;;;;;-10146749;;567407;;;;1660246;2800;;10714156;;;-10118103;;;;;;
Vitamin Shoppe  Inc.;1360530;RETAIL-FOOD STORES [5400];2014;0.401;;61241000;;102161000;;;3000;;61241000;;;;;;102656000;;404259000;;;61244000;1213046000;40920000;;;61244000;;61241000;;102161000;;;;808787000
Where Food Comes From  Inc.;1360565;SERVICES-PREPACKAGED SOFTWARE [7372];2014;;;229095;;338112;;114960;;;229095;;;;27313;11475;344726;;3763304;;;;8764932;140876;;;;-31859;197236;;;;;;5001628
EVERCORE PARTNERS INC.;1360901;INVESTMENT ADVICE [6282];2014;0.39;;86874000;;170947000;;;-12211000;17889000;86874000;;;5180000;;;;;;;0;95160000;931402000;68756000;;744911000;77271000;20497000;107371000;;170947000;;;;
Primoris Services Corp;1361538;WATER, SEWER, PIPELINE, COMM AND POWER LINE CONSTRUCTION [1623];2014;0.3796;;63156000;;102328000;;;;;;;;5264000;;;103792000;;236040000;;;;2086194000;38646000;;;;526000;63682000;;;;;;1850154000
WYNDHAM WORLDWIDE CORP;1361658;HOTELS & MOTELS [7011];2014;0.374;;529000000;;845000000;;;-98000000;;529000000;;;;;;941000000;306000000;;;;431000000;;316000000;;;431000000;0;529000000;;845000000;;;;
EV Energy Partners  LP;1361937;CRUDE PETROLEUM & TURAL GAS [1311];2014;;;;;114434000;;;;;129720000;364528000;;15762000;;;-25123000;;;;;;339405000;476000;;;;;211389000;;114434000;;;;
Allegiant Travel CO;1362468;AIR TRANSPORTATION, SCHEDULED [4512];2014;;;86396000;;137131000;;48007000;1223000;;86689000;;;217000;234000;2587000;157345000;;;;;87526000;1137046000;50828000;;979701000;87912000;-386000;86303000;;;;;;
Planet Payment Inc;1362925;SERVICES-BUSINESS SERVICES, NEC [7389];2014;0.2072;;2803137;;3960848;;;;;3160385;;;;;;3883883;;34919585;;;2851380;47368739;800463;;43484856;2851380;;3160385;;;;;;23886961
Aircastle LTD;1362988;SERVICES-EQUIPMENT RENTAL & LEASING, NEC [7359];2014;;;100096000;;111637000;;39073000;37445000;;100828000;;;3054000;;189000;;;;;;138273000;818602000;13863000;644000;694748000;138273000;;100828000;;111637000;;;;
Enstar Group LTD;1363829;FIRE, MARINE & CASUALTY INSURANCE [6331];2014;0.047;;213749000;;238378000;;;-31253000;8898000;213749000;;;;;;;;;;;195983000;859517000;11142000;;;187085000;13487000;227236000;;238378000;;;;
WESTERN CAPITAL RESOURCES  INC.;1363958;PERSOL CREDIT INSTITUTIONS [6141];2014;;;;;3957292;;1345000;;;2405886;;;;;152000;4271053;;26058366;;;;40759553;1545860;;21787313;;5546;2411432;;3957292;;;;14701187
Innophos Holdings  Inc.;1364099;WHOLESALE-CHEMICALS & ALLIED PRODUCTS [5160];2014;;;64324000;;97356000;;34074000;-1248000;;64461000;;-932000;;;3819000;106795000;;187464000;;;63213000;839186000;32895000;;80669000;63213000;;64461000;;97356000;;;;651722000
Spirit AeroSystems Holdings  Inc.;1364885;AIRCRAFT PART & AUXILIARY EQUIPMENT, NEC [3728];2014;;9000000;;;;;91800000;;;;;-12300000;;;4100000;;;;;;;;;;;;;;;;;;;
CHEGG  INC;1364954;SERVICES-EDUCATIOL SERVICES [8200];2014;0.003;;-64758000;;-64572000;;;-7000;;-64758000;;;;;;-65134000;;93849000;;;-64765000;304834000;186000;;158983000;-64765000;;-64758000;;-64572000;;;;210985000
Primo Water Corp;1365101;WHOLESALE-GROCERIES & GENERAL LINE [5141];2014;0;;-13467000;;-13064000;;;;;-13467000;113061000;;;;;-6739000;;;;-403000;-13851000;106322000;;;;-13851000;;-13467000;;;;;;78452000
Western Union CO;1365135;SERVICES-BUSINESS SERVICES, NEC [7389];2014;0.12;;;;968200000;;;50100000;;;;;;;;1140500000;;;;;902500000;;115800000;;;;;852400000;;;;;;
AMTRUST FINCIAL SERVICES  INC.;1365555;FIRE, MARINE & CASUALTY INSURANCE [6331];2014;0.114;;434276000;;471933000;;165177000;64287000;-416000;447014000;;;28351000;;;448439000;;;12738000;;510885000;;53686000;;;511301000;-416000;446598000;;471933000;;;;
GLU MOBILE INC;1366246;SERVICES-COMPUTER PROGRAMMING SERVICES [7371];2014;-12.74;;;;593000;;;-315000;;8148000;;;;;;2065000;;137387000;;;7833000;223146000;-7555000;;135322000;7833000;;8148000;;593000;;;;85759000
FINJAN HOLDINGS  INC.;1366340;AGRICULTURE CHEMICALS [2870];2014;-0.001;;;;-8525000;;;;;-10479000;;;;;;-9615000;;4198000;;-1949000;;;5000;;13813000;;;-8530000;;-8525000;;;;800000
YADKIN FINCIAL Corp;1366367;STATE COMMERCIAL BANKS [6022];2014;;;17970000;;27118000;;9491000;1929000;;21705000;;;;659000;1287000;;;;;;23635000;134548000;5413000;;;23635000;2466000;21705000;;27118000;;;;
Globalstar  Inc.;1366868;COMMUNICATION SERVICES, NEC [4899];2014;;;;;-461985000;;-161702000;-3769000;;-462866000;185959000;243000;;;-27656000;-95895000;;;;;-466635000;90064000;881000;33138000;;-466635000;;-462866000;-3839000;-461985000;;;;29668000
Oculus Innovative Sciences  Inc.;1367083;SURGICAL & MEDICAL INSTRUMENTS & APPARATUS [3841];2015;0;;-8203000;;;;;;;-8203000;;;;;;-6659000;;7288000;;;-8641000;13854000;0;;13947000;-8641000;;-8203000;;;;;;658000
